StartDate,StartTime,EndDate,EndTime,Duration,IPAddress,Latitude,Longitude,User,learn_sent,think_sent,curious,enjoy_sent,more_course,empat_sent,cred_sent,feel_sent,assist_sent,uncomf_sent,indiff_sent,intres_sent,amia_sent,arrog_sent,friend_sent,empath_host,cred_host,feel_host,assit_host,uncomf_host,indiff_host,intres_host,amia_host,arrog_host,friend_host,1stQ,2ndQ,Male,Age,Expr,Educ,enthus_self,critic_self,dissip_self,anx_self,openm_self,intro_self,simp_self,unorg_self,stable_self,uncreat_self,typeB,score,Period
23/02/2020,13:26:35,23/02/2020,13:30:00,205,109.186.128.213,32.06669617,34.76669312,1234561131,4,4,5,4,4,3,2,3,4,2,2,3,3,4,2,4,4,4,4,4,2,4,4,4,4,4,5,1,28,4,3,2,2,7,2,6,6,6,2,4,2,0,0,0
25/02/2020,6:15:25,25/02/2020,6:23:53,508,37.26.146.168,32.06669617,34.76669312,1234561029,2,1,2,2,3,2,2,3,3,5,3,1,2,5,3,3,3,2,2,3,3,2,3,4,3,4,5,0,56,4,4,1,4,7,5,3,5,7,1,5,4,0,100,0
27/02/2020,6:43:43,27/02/2020,6:47:49,245,89.139.125.21,32.81599426,34.98210144,1234561037,1,3,4,5,4,3,4,5,5,5,1,3,5,5,4,4,4,3,4,4,2,4,4,5,4,4,2,1,27,3,3,4,5,4,6,5,2,3,4,2,4,0,75,0
27/02/2020,7:07:07,27/02/2020,7:10:38,211,2.53.145.94,32.06669617,34.76669312,1234561038,5,3,1,3,2,3,4,4,4,3,3,3,2,3,2,3,3,2,2,1,4,3,3,2,2,4,2,1,28,2,3,1,4,4,3,2,2,2,1,4,3,0,63,0
27/02/2020,7:16:23,27/02/2020,7:20:51,267,77.124.21.95,32.06669617,34.76669312,1234561039,3,3,3,3,3,3,3,3,3,4,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,4,2,1,26,2,2,2,2,5,1,4,4,4,3,7,4,0,75,0
27/02/2020,6:11:44,27/02/2020,6:19:35,471,89.139.125.21,32.81599426,34.98210144,1234562112,1,1,3,2,1,1,1,3,2,4,3,2,1,5,2,4,4,5,5,3,4,5,5,3,2,4,2,1,27,3,3,5,5,3,6,6,2,3,4,2,5,0,88,0
27/02/2020,6:32:11,27/02/2020,6:37:18,307,185.175.35.230,32.06669617,34.76669312,1234562113,5,5,4,4,3,4,3,1,4,1,3,1,4,2,3,5,5,5,5,1,1,5,5,1,5,4,2,1,28,2,3,1,1,6,1,7,6,5,4,6,1,0,75,0
27/02/2020,7:14:35,27/02/2020,7:19:23,288,37.26.149.166,31.9631958,34.80400085,1234562114,4,4,5,5,5,5,3,2,4,2,3,5,4,4,3,3,4,2,4,3,2,4,4,2,5,4,2,1,28,3,1,5,3,6,2,7,4,6,3,6,1,0,75,0
29/02/2020,1:29:09,29/02/2020,1:44:38,928,5.29.212.75,32.68890381,34.94239807,1234561022,3,2,3,3,3,4,2,3,3,3,2,3,2,4,2,3,2,3,2,4,3,3,2,4,2,4,2,0,25,3,2,4,5,7,1,6,3,6,2,4,2,0,100,0
29/02/2020,6:11:06,29/02/2020,6:15:41,275,213.57.236.135,32.33479309,34.85960388,1234561030,4,4,3,4,3,2,2,4,4,5,4,3,2,4,2,4,2,5,3,4,4,4,2,5,2,4,2,1,22,3,3,2,3,6,3,6,3,6,2,4,4,0,88,0
29/02/2020,1:44:52,29/02/2020,1:57:33,761,5.29.212.75,32.68890381,34.94239807,1234561132,4,4,3,3,3,3,3,4,2,5,5,3,3,5,2,4,3,4,4,3,4,2,2,5,3,4,2,1,28,4,1,4,5,6,5,5,3,7,1,5,2,0,88,0
06/03/2020,9:33:31,06/03/2020,9:47:15,824,213.57.236.135,32.33479309,34.85960388,1234561031,2,2,4,3,5,2,2,3,1,5,3,2,2,5,3,1,2,2,4,3,3,3,2,5,2,4,2,1,60,4,4,3,3,7,1,7,3,5,1,6,1,0,100,0
06/03/2020,12:51:07,06/03/2020,13:03:52,764,213.57.236.135,32.33479309,34.85960388,1234561032,1,2,2,3,2,3,2,4,2,3,3,4,4,3,4,3,3,3,4,4,3,3,3,3,3,4,2,1,23,2,3,4,4,7,1,5,7,5,3,6,4,0,88,0
08/03/2020,5:20:54,08/03/2020,5:24:06,192,89.139.29.122,32.06669617,34.76669312,1234561134,3,3,4,5,3,4,4,4,4,3,3,2,3,2,3,3,4,4,4,3,4,2,3,4,3,4,2,1,30,4,2,5,6,5,3,6,4,6,5,6,3,0,75,0
08/03/2020,5:39:41,08/03/2020,5:44:16,275,84.109.100.45,32.08210754,34.81219482,1234561136,2,1,2,2,2,1,1,4,3,5,2,2,2,2,2,4,2,4,4,4,2,3,2,4,2,4,2,1,28,3,1,6,2,5,2,7,2,7,5,7,1,0,88,0
08/03/2020,9:44:37,08/03/2020,9:47:16,159,193.219.81.11,54.68380737,25.29870605,1234561137,4,4,4,3,4,4,4,3,4,2,2,3,4,2,3,3,4,3,2,2,2,3,3,2,3,4,2,0,25,2,3,4,5,3,5,5,3,5,3,4,5,0,63,0
08/03/2020,8:40:42,08/03/2020,8:46:25,342,212.179.254.106,32.06669617,34.76669312,1234561138,4,4,4,4,3,4,4,3,2,1,2,2,3,2,3,2,2,1,1,1,3,2,3,1,2,4,5,0,24,2,2,4,5,6,5,4,3,4,1,5,2,0,75,0
09/03/2020,14:57:41,09/03/2020,15:01:24,223,2.53.128.2,32.06669617,34.76669312,1234561024,5,3,4,4,5,1,1,1,1,3,5,1,1,1,1,3,5,1,1,4,4,1,2,1,1,4,2,1,30,4,3,4,4,6,1,6,5,5,5,5,3,0,88,0
09/03/2020,12:29:54,09/03/2020,12:33:01,187,37.46.46.62,32.0664978,34.76519775,1234561034,5,4,3,4,3,3,3,2,3,4,3,3,2,4,3,3,2,4,4,4,4,3,2,4,4,4,2,0,26,3,3,4,3,6,5,5,3,6,3,3,3,0,100,0
09/03/2020,7:52:37,09/03/2020,7:56:34,236,141.226.63.35,32.0664978,34.76519775,1234561063,4,4,4,4,5,3,3,4,2,4,1,4,3,3,3,3,3,4,4,5,4,3,3,5,2,3,2,1,22,2,3,4,5,6,4,4,6,3,2,5,2,0,75,0
09/03/2020,5:16:00,09/03/2020,5:19:00,180,185.175.35.154,32.0664978,34.76519775,1234561133,3,4,4,3,2,2,2,2,4,3,3,3,2,4,3,2,3,2,2,2,2,3,3,1,4,4,2,1,30,4,1,4,3,7,2,3,5,5,2,6,2,0,75,0
09/03/2020,9:31:38,09/03/2020,9:35:14,216,5.102.238.156,32.06669617,34.76669312,1234561156,3,2,4,4,3,3,4,5,2,4,3,2,4,4,4,4,4,5,2,3,3,2,4,4,4,4,2,0,24,4,2,3,4,7,5,7,7,7,4,7,1,0,88,0
09/03/2020,12:09:21,09/03/2020,12:12:22,180,172.58.14.196,25.76100159,-80.23249817,1234561158,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,1,1,5,5,1,5,3,2,0,22,3,1,4,5,5,2,7,7,6,2,6,3,0,88,0
09/03/2020,9:40:28,09/03/2020,9:44:42,253,93.173.7.50,32.81599426,34.98210144,1234561159,2,2,1,1,1,1,2,2,1,5,5,1,1,5,2,3,2,3,3,5,5,1,1,5,1,4,2,0,27,4,1,4,3,7,3,5,6,6,1,6,3,0,75,0
09/03/2020,9:47:51,09/03/2020,9:56:24,513,188.64.206.65,32.06669617,34.76669312,1234561160,1,1,2,1,2,1,2,1,1,4,4,1,2,4,3,3,1,2,2,4,4,2,1,4,3,4,3,1,23,3,2,7,7,7,4,7,4,4,2,5,1,0,100,0
09/03/2020,11:16:30,09/03/2020,12:29:31,3239,176.12.150.129,32.08210754,34.81219482,1234562111,4,4,3,4,4,2,3,4,3,5,2,3,2,5,2,3,1,3,3,5,5,3,1,4,2,4,2,0,27,2,3,3,2,3,2,6,5,5,3,6,3,0,75,0
10/03/2020,2:41:38,10/03/2020,2:45:01,203,2.53.17.86,32.0664978,34.76519775,1234561036,1,2,2,2,2,1,1,1,1,5,5,1,1,5,1,2,1,3,3,5,5,2,1,5,1,4,2,0,26,4,3,1,2,7,5,7,6,7,1,7,1,0,100,0
10/03/2020,8:36:58,10/03/2020,8:47:56,657,37.46.46.197,32.06669617,34.76669312,1234561062,2,3,3,3,1,5,4,4,5,1,2,4,3,2,3,2,4,1,3,2,5,2,3,1,3,4,5,1,30,4,3,2,5,2,3,5,6,6,1,4,1,0,100,0
10/03/2020,10:40:33,10/03/2020,10:45:57,324,141.226.73.146,32.0664978,34.76519775,1234561064,4,4,3,5,5,5,3,5,2,2,3,5,2,5,2,2,2,3,3,5,5,4,2,5,3,2,5,0,46,4,3,2,6,7,1,6,1,7,1,7,1,0,75,0
10/03/2020,5:29:05,10/03/2020,5:32:23,197,80.246.133.2,32.06669617,34.76669312,1234561155,5,5,5,4,4,5,5,4,5,2,1,4,4,1,5,4,4,2,2,2,1,4,4,3,3,4,2,0,26,3,3,6,6,5,2,7,2,7,4,5,1,0,75,0
10/03/2020,2:56:30,10/03/2020,3:02:19,349,109.253.189.120,32.06669617,34.76669312,1234561157,4,3,3,2,2,1,1,2,2,4,3,3,2,3,3,3,2,3,3,4,3,3,2,3,2,4,2,0,27,4,3,6,5,7,5,4,2,5,3,4,4,0,88,0
11/03/2020,12:17:24,11/03/2020,12:22:25,301,147.161.9.103,31.7808075,35.22869873,1234561065,2,5,3,1,4,2,2,2,1,2,5,2,2,4,2,1,1,3,1,3,5,2,2,5,1,3,2,1,26,2,3,2,1,7,1,4,2,7,1,7,3,0,88,0
11/03/2020,15:42:00,11/03/2020,15:46:32,272,5.22.133.240,32.0664978,34.76519775,1234561070,3,3,4,3,2,3,4,3,5,2,1,3,3,2,2,1,3,1,1,2,1,1,2,1,2,4,2,1,25,3,3,5,2,6,3,5,7,7,2,4,4,0,88,0
11/03/2020,13:00:41,11/03/2020,13:28:21,1659,77.127.135.147,32.06669617,34.76669312,1234561192,1,1,1,1,1,2,3,1,1,3,3,2,2,1,1,1,1,1,1,4,2,1,1,1,1,4,2,0,26,4,1,6,6,7,7,7,3,6,4,2,1,0,88,0
11/03/2020,13:05:17,11/03/2020,13:53:45,2907,80.230.89.220,32.06669617,34.76669312,1234561193,4,4,3,3,2,3,3,2,2,4,3,2,2,2,2,2,2,2,1,2,2,3,3,3,3,4,2,1,30,3,3,3,3,5,2,6,4,4,4,6,3,0,75,0
11/03/2020,13:53:52,11/03/2020,14:10:38,1006,80.230.89.220,32.06669617,34.76669312,1234561193,4,4,4,4,4,2,1,3,1,5,3,2,2,5,3,3,2,3,2,5,3,2,2,4,2,4,2,0,29,4,4,4,5,7,1,5,3,7,3,6,4,0,75,0
11/03/2020,13:52:17,11/03/2020,14:02:12,595,176.231.148.126,32.01229858,34.77049255,1234561194,5,5,5,5,2,4,3,4,1,2,4,2,4,3,4,1,1,3,3,5,5,2,2,5,3,4,2,0,25,3,3,7,2,6,5,6,3,7,1,6,1,0,75,0
12/03/2020,4:32:50,12/03/2020,4:45:23,752,77.126.30.127,32.06669617,34.76669312,1234561067,4,2,2,5,5,3,4,4,4,1,2,4,4,1,4,1,3,1,1,1,4,2,3,1,4,4,2,0,26,2,3,3,3,7,2,5,2,7,1,6,5,0,100,0
12/03/2020,10:35:29,12/03/2020,10:38:54,205,185.32.178.137,32.06669617,34.76669312,1234561068,3,2,5,4,3,2,3,5,5,5,1,3,1,5,2,5,5,5,5,5,5,5,5,5,5,4,2,0,25,3,3,1,6,6,7,7,7,5,1,3,4,0,75,0
12/03/2020,6:53:53,12/03/2020,7:01:11,437,109.253.211.84,32.06669617,34.76669312,1234561069,1,1,4,3,5,3,4,3,4,1,3,4,4,1,3,4,4,4,3,2,2,4,4,2,4,3,5,0,26,3,4,3,4,7,3,5,6,6,3,6,5,0,88,0
12/03/2020,4:43:26,12/03/2020,4:47:21,234,89.237.75.4,32.01229858,34.77049255,1234561196,1,1,1,1,2,2,2,3,1,5,5,1,1,1,1,1,1,1,1,5,5,1,1,5,1,4,2,0,24,2,3,5,7,7,3,7,1,7,1,1,4,0,75,0
13/03/2020,8:45:08,13/03/2020,8:48:58,230,109.253.198.65,32.06669617,34.76669312,1234561197,3,2,1,2,3,3,3,2,2,4,5,2,2,3,3,4,1,3,5,1,3,5,3,3,4,4,2,0,25,2,4,4,5,7,1,6,2,4,2,6,4,0,88,0
14/03/2020,4:26:13,14/03/2020,4:29:35,201,141.226.74.50,32.06669617,34.76669312,1234561072,3,2,3,3,5,2,2,4,3,1,3,3,2,4,3,5,4,5,5,1,3,4,3,5,2,4,2,0,21,2,1,3,4,4,4,5,5,7,3,6,1,0,100,0
15/03/2020,11:27:33,15/03/2020,11:33:33,360,109.186.60.165,32.30749512,34.90550232,1234561149,3,2,2,3,2,2,2,3,3,3,3,2,2,4,2,3,2,2,2,3,3,2,2,5,1,4,2,0,27,3,3,4,1,5,4,5,5,6,4,4,3,0,75,0
16/03/2020,10:51:24,16/03/2020,11:04:39,795,109.186.242.133,32.06669617,34.76669312,1234561073,3,4,4,2,2,2,1,1,4,4,4,3,3,4,2,1,4,1,1,5,3,2,3,1,2,4,2,1,22,2,1,4,2,5,4,6,4,4,6,3,3,0,75,0
16/03/2020,8:05:00,16/03/2020,8:40:24,2124,93.172.254.65,32.06669617,34.76669312,1234561147,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,1,2,2,5,5,2,3,5,3,4,2,0,30,3,3,5,3,5,4,5,2,6,5,4,2,0,75,0
16/03/2020,12:55:47,16/03/2020,13:01:14,327,109.186.167.149,32.06669617,34.76669312,1234561148,1,1,4,4,2,2,2,2,1,5,4,3,3,5,3,3,2,3,3,5,4,3,3,5,3,4,2,0,27,4,3,6,6,6,5,6,3,6,2,5,1,0,75,0
16/03/2020,9:59:56,16/03/2020,10:03:02,186,46.19.86.147,32.06669617,34.76669312,1234561151,5,5,4,4,5,4,4,4,5,1,1,5,5,1,5,3,5,2,3,1,1,5,5,1,2,4,2,0,28,3,3,1,2,7,5,5,6,7,1,5,5,0,75,0
16/03/2020,14:58:38,16/03/2020,15:11:15,756,165.225.66.69,55.75270081,37.61720276,1234561153,4,3,4,4,4,4,4,4,4,2,2,3,3,2,3,2,2,3,3,3,2,3,2,3,2,4,2,1,34,4,3,4,5,5,3,5,5,4,2,5,5,0,75,0
17/03/2020,10:01:54,17/03/2020,10:04:33,158,84.229.39.178,31.79150391,34.64970398,1234561074,4,4,5,5,3,4,5,3,5,1,2,4,4,1,4,2,5,4,1,1,1,3,4,1,4,3,2,0,25,4,3,3,5,7,4,6,3,6,2,4,4,0,75,0
17/03/2020,10:55:08,17/03/2020,10:59:41,273,79.176.219.35,32.06669617,34.76669312,1234561076,5,5,5,5,5,5,5,5,5,1,3,5,5,3,5,4,4,5,5,2,3,5,5,5,5,4,2,0,25,3,3,4,4,4,1,7,4,7,5,7,1,0,88,0
17/03/2020,7:02:34,17/03/2020,7:22:28,1193,185.175.32.138,32.06669617,34.76669312,1234561077,1,1,1,2,2,4,2,4,3,5,4,2,2,4,2,3,1,4,2,5,4,2,2,5,2,4,2,0,25,2,3,4,6,6,5,5,4,4,3,3,5,0,100,0
17/03/2020,8:28:00,17/03/2020,8:31:00,178,83.130.188.46,32.06669617,34.76669312,1234561042,2,3,3,3,5,2,4,1,2,1,4,2,4,1,5,2,4,2,4,1,4,2,4,1,1,4,2,0,27,3,3,4,5,4,4,5,2,5,4,5,6,0,100,0
17/03/2020,13:20:00,17/03/2020,13:23:00,149,93.172.85.159,32.06669617,34.76669312,1234561046,1,2,2,2,2,2,1,1,3,3,3,2,2,2,2,2,3,4,3,4,2,3,2,3,3,4,2,1,26,3,3,5,6,5,3,3,4,5,2,5,4,0,100,0
17/03/2020,13:25:00,17/03/2020,13:30:00,277,83.130.188.46,32.06669617,34.76669312,1234561047,1,2,3,2,1,2,1,1,2,3,4,2,2,4,2,3,3,2,1,3,4,2,4,1,4,1,2,0,26,3,3,6,5,6,4,7,2,7,2,7,4,0,88,0
17/03/2020,8:37:00,17/03/2020,8:40:00,182,89.139.225.247,32.08760071,34.87390137,1234561048,4,5,4,4,4,5,4,4,5,2,3,4,3,4,4,4,4,3,4,2,2,3,4,2,4,4,5,0,24,2,3,5,4,6,3,7,3,7,2,6,1,0,75,0
17/03/2020,6:43:00,17/03/2020,6:55:00,714,89.139.220.248,32.06669617,34.76669312,1234561049,4,5,3,4,5,3,3,2,4,1,3,3,4,5,3,3,4,3,3,1,2,2,3,1,4,4,2,1,27,2,3,4,5,7,2,7,3,5,6,5,2,0,88,0
18/03/2020,13:18:48,18/03/2020,13:32:08,799,79.176.220.212,32.06669617,34.76669312,1234561152,2,5,5,4,3,1,3,3,1,5,5,3,2,3,4,1,1,1,2,5,5,2,1,5,3,4,2,0,27,4,3,3,1,5,1,7,2,7,3,7,7,0,88,0
18/03/2020,13:32:56,18/03/2020,13:44:46,709,79.176.220.212,32.06669617,34.76669312,1234561154,5,3,4,4,3,3,3,4,4,3,1,4,3,2,4,4,4,5,5,5,1,5,4,2,5,4,5,1,28,3,3,3,6,7,3,3,7,5,1,7,1,0,100,0
18/03/2020,5:10:47,18/03/2020,5:22:31,703,79.179.8.115,32.06669617,34.76669312,1234561191,4,4,3,5,3,4,5,4,4,3,2,2,3,2,4,4,4,4,3,3,5,4,3,4,4,4,5,0,25,2,3,2,5,5,6,6,3,5,1,5,2,0,100,0
19/03/2020,9:24:28,19/03/2020,9:38:49,861,141.226.14.202,32.0664978,34.76519775,1234561075,1,1,2,2,2,3,2,4,1,3,5,2,2,4,2,2,2,4,2,5,5,2,2,4,2,4,2,0,25,3,4,1,5,6,3,5,3,5,1,7,1,0,100,0
19/03/2020,12:22:38,19/03/2020,12:25:12,153,89.208.132.100,31.5,34.75,1234561078,4,4,3,4,3,5,4,3,5,2,2,5,3,2,3,3,3,2,2,2,3,3,2,2,2,4,2,0,26,3,3,3,5,4,3,5,2,5,4,5,3,0,75,0
20/03/2020,10:12:15,20/03/2020,10:15:17,181,176.12.193.189,32.0664978,34.76519775,1234561199,4,4,4,3,3,4,3,3,4,2,2,3,3,2,3,3,4,1,1,1,2,3,4,3,4,4,2,0,26,3,3,1,3,4,6,6,6,6,3,7,2,0,100,0
21/03/2020,3:41:15,21/03/2020,3:46:14,298,109.64.65.48,32.18170166,34.93580627,1234561025,5,5,3,4,5,4,4,5,3,1,3,4,3,1,4,4,3,5,5,4,3,5,3,3,3,4,2,1,30,2,3,1,3,5,2,6,7,6,5,6,4,0,100,0
21/03/2020,3:56:45,21/03/2020,4:06:58,612,109.64.65.48,32.18170166,34.93580627,1234561026,2,1,1,2,1,1,1,3,1,5,5,2,3,5,3,2,2,5,3,5,2,2,3,5,3,4,2,1,61,4,4,3,5,6,2,7,5,4,3,7,3,0,100,0
21/03/2020,4:07:58,21/03/2020,4:27:46,1187,109.64.65.48,32.0664978,34.76519775,1234561139,1,1,1,1,1,2,1,3,2,5,5,1,1,5,2,2,1,3,2,5,3,1,2,5,3,4,2,0,60,4,3,5,5,7,2,7,4,6,1,7,6,0,88,0
21/03/2020,4:29:19,21/03/2020,4:41:56,756,109.64.65.48,32.18170166,34.93580627,1234561140,3,2,5,4,3,3,2,3,1,5,2,3,2,5,2,5,3,5,5,3,1,5,3,5,3,4,2,0,25,2,3,2,4,6,3,6,4,7,1,5,5,0,75,0
21/03/2020,3:56:15,21/03/2020,12:12:15,3239,79.178.10.203,32.05000305,34.86669922,1234567890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,30,2,1,1,1,1,1,1,1,1,1,1,1,0,25,0
21/03/2020,14:48:00,21/03/2020,14:51:00,230,2.53.165.9,32.0664978,34.76519775,1234561221,5,3,4,5,5,5,5,1,5,1,1,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,2,1,26,2,3,5,4,7,2,6,3,6,2,7,2,1,88,0
21/03/2020,15:00:00,21/03/2020,15:04:00,238,79.178.10.203,32.05000305,34.86669922,1234561223,2,4,2,2,2,2,2,1,2,4,5,2,2,2,2,2,3,2,3,3,5,1,4,3,3,4,2,0,31,4,3,4,4,6,2,7,4,7,2,6,3,1,88,0
22/03/2020,11:57:54,22/03/2020,12:01:51,237,87.70.5.234,32.06669617,34.76669312,1234561023,1,1,1,1,1,2,1,2,1,4,4,1,2,5,2,2,2,5,1,5,3,2,1,4,2,4,2,1,25,3,3,2,5,7,5,7,2,7,2,5,2,0,88,0
22/03/2020,9:40:47,29/03/2020,9:16:43,3239,176.230.138.35,32.16789246,34.83399963,1234561061,3,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,4,2,0,25,2,3,5,1,6,1,6,1,7,1,6,3,0,88,0
22/03/2020,9:25:00,22/03/2020,9:28:11,190,141.226.56.29,31.9631958,34.80400085,1234561199,4,4,5,5,4,2,4,4,5,3,5,2,4,5,4,4,5,2,1,1,5,4,2,1,4,4,2,1,29,4,3,6,7,5,5,7,1,6,2,2,1,0,100,0
